交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
153,60,G7104,534,650,上海虹桥,南京
153,61,G7113,665,771,南京,上海虹桥
153,62,G7112,793,916,上海虹桥,南京
154,39,G7035,391,515,南京,上海
154,40,G7038,545,668,上海,南京
154,41,G7049,700,823,南京,上海
154,56,G7050,870,990,上海,南京
155,36,DJ7716,305,408,上海,南京南
155,152,G7393/2,454,661,南京南,上海虹桥
155,75,G7108,700,824,上海虹桥,南京
155,8,G7015,840,940,南京,上海
156,31,G7047,609,727,南京,上海
156,68,G7046,740,852,上海,南京
156,69,G7057,867,988,南京,上海
156,334,G7208,1042,1075,上海,苏州
156,200,G7584/1,1195,1281,苏州,南京
157,30,G7034,414,559,上海,南京
157,67,G7045,569,696,南京,上海
157,48,G7244/5,713,886,上海,合肥南
157,49,G7246/3,918,1111,合肥南,上海
158,29,DJ7715,301,388,南京南,上海
158,190,G7084,512,675,上海,芜湖
158,584,D9512,689,732,芜湖,南京南
159,24,G7019,960,1060,南京,上海
159,136,G7359,1074,1171,上海,杭州
159,137,G7352,1200,1291,杭州,上海
159,90,G7096,1310,1410,上海,南京
160,21,G7013,780,879,南京,上海
160,23,G7018,900,1005,上海,南京
160,57,G7121,1015,1137,南京,上海虹桥
160,58,G7124,1169,1288,上海虹桥,南京
161,18,G7008,600,699,上海,南京
161,20,G7011,720,819,南京,上海
161,22,G7016,840,941,上海,南京
161,63,G7061,947,1070,南京,上海
161,26,G7024,1080,1185,上海,南京
161,28,G7027,1200,1299,南京,上海
162,17,G7005,540,639,南京,上海
162,42,G7044,646,764,上海,南京
162,21,G7013,780,879,南京,上海
162,107,G7100,885,1011,上海,南京
162,25,G7021,1020,1121,南京,上海
162,27,G7026,1140,1240,上海,南京
163,15,G7002,420,525,上海,南京
163,533,D5512,555,698,南京,南通
163,534,D5524,714,862,南通,南京
163,74,G7063,975,1100,南京,上海
164,9,G7017,900,1000,南京,上海
164,11,G7022,1020,1121,上海,南京
164,13,G7025,1140,1239,南京,上海
164,46,G7098,1265,1378,上海,南京
165,7,G7014,780,879,上海,南京
165,33,G7059,905,1019,南京,上海
165,34,G7056,1046,1165,上海,南京
165,35,G7067,1181,1307,南京,上海
166,5,G7009,660,759,南京,上海
166,123,G7248/9,794,979,上海,合肥南
166,124,G7250/47,997,1190,合肥南,上海
166,98,G7066,1208,1329,上海,南京
167,4,G7007,600,700,南京,上海
167,6,G7012,720,819,上海,南京
167,8,G7015,840,940,南京,上海
167,10,G7020,960,1059,上海,南京
167,12,G7023,1080,1179,南京,上海
167,14,G7028,1200,1299,上海,南京
